Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.62827791675361e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.9195693573925224e-140,5.0208557093919385e-66,1.3433692107331765e-46,1.2433022711836989e-74,6.3580700878569125e-58,3.6156494107515872e-49,3.9477952200253402e-29,-2.3148317843457836e-114,3.9477951294888225e-29,2.2291952851294194e-74,1.0698499831130529e-72,2.9360688172007546e-75,2.3986987596097003e-106,3.6156494109586871e-49,4.0882481483500447e-92,2.3999879455147755e-18,7.0004132747812154e-19,1.58649204547021e-23,1.6487484542414594e-37,1.5864920454702841e-23
2.1359178166910107e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,5.3394498435877415e-138,5.9607603035043084e-65,8.1139500328939476e-46,1.4760484862813028e-73,9.608315516730127e-57,2.183852292452483e-48,1.10538269094093e-28,-2.1985962156414694e-114,1.1053826362568731e-28,3.3687713361310701e-73,3.363778767523817e-71,3.4857009704654422e-74,5.3657932812434872e-105,2.1838522926983532e-48,1.1529551600975798e-90,6.7199662474413693e-18,1.9601157169387409e-18,4.4421777273163484e-23,9.9584385089125215e-37,4.4421777273167951e-23
4.88209786672231e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,5.8191940628629893e-136,5.8523106397282672e-64,3.9065176649085457e-45,1.4491932200809673e-72,1.0336187380380206e-55,1.0514309211843481e-47,2.5265891461530605e-28,3.5175578691006108e-114,2.5265888828728657e-28,3.6239688729967872e-72,7.5044020551665249e-70,3.4222820324517917e-73,1.0601903759719095e-103,1.0514309214257449e-47,2.5079285383721768e-89,1.535992285129454e-17,4.4802644958599782e-18,1.0153549091007664e-22,4.7945572728767128e-36,1.0153549091009818e-22
1.0374457966784909e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,4.7604627763846107e-134,5.1763039487701389e-63,1.7060788977299437e-44,1.2817951043569665e-71,9.5007369708354117e-55,4.5918755012116446e-47,5.3690025259186768e-28,2.2681809165834248e-112,5.3690013761048965e-28,3.3310513423185883e-71,1.4054901991689592e-68,3.0269699679387344e-72,1.8865522889841216e-102,4.5918755033467699e-47,4.6492762404924999e-88,3.263983605900081e-17,9.5205620537024535e-18,2.1576291818386455e-22,2.0939071970968264e-35,2.1576291818395864e-22
2.135917816691011e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.09999999999999995,0.10000000000000001,3.4261406692323425e-132,4.35099782409218e-62,7.1225435561928406e-44,1.0774262088984889e-70,8.1280805034278346e-54,1.9170179921819078e-46,1.1053831162815331e-27,8.0931046883437158e-111,1.1053826362569136e-27,2.8497852863853989e-70,2.4276304671287878e-67,2.5443510947421763e-71,3.1819467219644015e-101,1.917017993976606e-46,7.9909198406543547e-87,6.7199662474413074e-17,1.9601157169387401e-17,4.4421777273128662e-22,8.7416342463315003e-35,4.4421777273167933e-22
4.33286185671605e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999881,0.099999999999999992,2.3223511102883411e-130,3.5672149249981957e-61,2.909791445964698e-43,8.8333941255782903e-70,6.7204541418883626e-53,7.8316469612896956e-46,2.2423495946070319e-27,2.7196987600404972e-109,2.2423476335498334e-27,2.3562593557548466e-69,4.0335299348502907e-66,2.0860134854786855e-70,5.2263588272361387e-100,7.8316469760036651e-46,1.3244373147128987e-85,1.3631931530523648e-16,3.9762347400757293e-17,9.0112748182551612e-22,3.571229652758076e-34,9.0112748182712025e-22
8.72674993676613e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999742,0.099999999999999978,1.5291421020438917e-128,2.8888296638306972e-60,1.1761842263338433e-42,7.1535166238204875e-69,5.4649616976874311e-52,3.1656793085571754e-45,4.5162855550427019e-27,8.9156430394847212e-108,4.5162776281359596e-27,1.9160740736011744e-68,6.5756248698069728e-65,1.6893089942263374e-69,8.4721586542886848e-99,3.1656793204728482e-45,2.156506194457998e-84,2.7455862096687883e-16,8.0084727863497009e-17,1.8149469000115156e-21,1.4435374778482759e-33,1.8149469000179994e-21
1.7514526096866287e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999938,0.099999999999999464,0.099999999999999936,9.9258160652025172e-127,2.3251919496459846e-59,4.7293850461390086e-42,5.7577806335841531e-68,4.4076895909889771e-51,1.2729076484737225e-44,9.064169491052731e-27,2.8874938232203813e-106,9.0641376173093571e-27,1.5453882353894582e-67,1.0619500132923046e-63,1.3597047609712825e-68,1.3644168935626509e-97,1.2729076580643606e-44,3.4806207592632083e-83,5.5103723229014533e-16,1.6072948878897618e-16,3.6425857363736788e-21,5.8043150893314978e-33,3.6425857363997481e-21
3.509007841706661e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999866,0.099999999999998909,0.099999999999999853,6.39748015270904e-125,1.8658369767642184e-58,1.8966949324329072e-41,4.6202693662159918e-67,3.5404959798776296e-50,5.104944405756818e-44,1.8159985423627546e-26,9.2956038088024834e-105,1.815985759566074e-26,1.2413480676204769e-66,1.7070048955414281e-62,1.0910805141777445e-67,2.1901972599600719e-96,5.1049444827135303e-44,5.5932998499533736e-82,1.1039944549366067e-15,3.2201901063993357e-16,7.2978634090586568e-21,2.3277212829365619e-32,7.2978634091632077e-21
