Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.62827791675361e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.9195651991573747e-140,5.0209153267742772e-66,1.3433686593488963e-46,1.2433018826341667e-74,6.358069764262162e-58,3.6156482808100441e-49,3.9477939862835378e-29,-2.3148301067216152e-114,3.9477935091210504e-29,2.2291938914985788e-74,2.3315374268144352e-70,2.9360678492440887e-75,2.3986964042479568e-106,3.615648368119955e-49,4.0882469764670615e-92,2.3999879455147759e-18,7.0004132747812154e-19,1.586492045469823e-23,1.6487488228278446e-37,1.5864920454702841e-23
2.1359178166910107e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,5.3394472416352214e-138,5.9609512271865848e-65,8.113946702532896e-46,1.4760481528165756e-73,9.6083150277564647e-57,2.1838518164773855e-48,1.1053824707600394e-28,-2.1985929617597044e-114,1.1053821825538968e-28,3.3688180017331461e-73,7.330726601748114e-69,3.4857001231583096e-74,5.3657884562823803e-105,2.1838519201317117e-48,1.1529709297355546e-90,6.7199662474413693e-18,1.9601157169387409e-18,4.4421777273140121e-23,9.9584428847692159e-37,4.4421777273167951e-23
4.88209786672231e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,5.8191932863179097e-136,5.8527392864493143e-64,3.9065160614830589e-45,1.4491931634335921e-72,1.0336186854356707e-55,1.0514309023617388e-47,2.5265892334260064e-28,3.5176288503176824e-114,2.5265878458374916e-28,3.624012213203162e-72,1.6354447760832126e-67,3.422281839939664e-73,1.0601896145859415e-103,1.0514310041301709e-47,2.5079595395784852e-89,1.535992285129454e-17,4.4802644958599782e-18,1.0153549090996421e-22,4.7945615691169224e-36,1.0153549091009818e-22
1.0374457966784909e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,4.7604655566676839e-134,5.1771088778149977e-63,1.7060781974719082e-44,1.2817955358944558e-71,9.5007364873087415e-55,4.5918772670845958e-47,5.3690052323683207e-28,2.2682077037882621e-112,5.3689991724047268e-28,3.3310894265084104e-71,3.0630070608792639e-66,3.0269709350642682e-72,1.8865516203679192e-102,4.5918781672148498e-47,4.6493311178583116e-88,3.263983605900081e-17,9.5205620537024535e-18,2.1576291818337357e-22,2.0939109970693638e-35,2.1576291818395859e-22
2.135917816691011e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.09999999999999995,0.10000000000000001,3.4261475943262796e-132,4.3523898270554451e-62,7.1225406327533897e-44,1.0774273818847863e-70,8.1280800897251257e-54,1.9170202738957416e-46,1.1053847124694476e-27,8.0932133710203081e-111,1.1053821825539376e-27,2.8498209688304028e-70,5.2905829592006709e-65,2.5443538210888107e-71,3.1819479101091229e-101,1.9170210305094533e-46,7.991022109859004e-87,6.7199662474413074e-17,1.9601157169387401e-17,4.4421777272923684e-22,8.7416661873352361e-35,4.4421777273167924e-22
4.33286185671605e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999881,0.099999999999999992,2.3223624813237805e-130,3.5695291073027842e-61,2.9097902516442929e-43,8.8334170298704387e-70,6.7204537997722732e-53,7.8316689046392904e-46,2.2423570487112893e-27,2.7197475704192349e-109,2.2423467131809395e-27,2.3562963794872386e-69,8.7903826396204987e-64,2.0860188585429143e-70,5.2263683869041841e-100,7.8316751078155785e-46,1.3244583138959183e-85,1.3631931530523648e-16,3.9762347400757293e-17,9.011274818171419e-22,3.5712558398323871e-34,9.0112748182712006e-22
8.72674993676613e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999742,0.099999999999999978,1.5291583824791665e-128,2.8926034433534721e-60,1.1761837435704397e-42,7.1535566938574061e-69,5.4649614193888442e-52,3.165698382678745e-45,4.5163175523014123e-27,8.9158880963204661e-108,4.5162757744352277e-27,1.9161173351837094e-68,1.4330542037847681e-62,1.6893184278045256e-69,8.4721988174849416e-99,3.1657034061716493e-45,2.1565546793586463e-84,2.7455862096687883e-16,8.0084727863497009e-17,1.8149468999776648e-21,1.4435586846736677e-33,1.8149469000179994e-21
1.7514526096866287e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999938,0.099999999999999464,0.099999999999999936,9.9260358997693493e-127,2.3312874761167328e-59,4.7293831049685981e-42,5.757847530451949e-68,4.4076893663770942e-51,1.2729235243520911e-44,9.0643018839074215e-27,2.8876289732184437e-106,9.0641338969449543e-27,1.5454447069768933e-67,2.3143862885831858e-61,1.3597205353853515e-68,1.3644313066927716e-97,1.2729275676960823e-44,3.4807460216299146e-83,5.5103723229014553e-16,1.6072948878897618e-16,3.6425857362375652e-21,5.8044857779562109e-33,3.6425857363997481e-21
3.509007841706661e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999866,0.099999999999998909,0.099999999999999853,6.3977689979458161e-125,1.8756360474460924e-58,1.8966941539367525e-41,4.6203786476985992e-67,3.5404957992097654e-50,5.1050738968040156e-44,1.8160523844822465e-26,9.2963991608029868e-105,1.8159850141968992e-26,1.2414282390320182e-66,3.720308112560689e-60,1.0911063023648118e-67,2.1902459031203693e-96,5.1051063420910184e-44,5.5936529111811819e-82,1.1039944549366069e-15,3.2201901063993357e-16,7.2978634085127835e-21,2.3278582460280639e-32,7.2978634091632077e-21
